Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot,Communication Skills,Aptitude Skills,Technical Skills ,Projects,Java,C++,C,Python,Data Structure,Machine learning ,Data Science,Full stack,Networking,Cyber Security,AI,Robotics,IOT
22,Male,Electrical,0,7,0,0,0,35,21,25,7,0,1,1,0,0,0,1,0,1,0,1,0,0
21,Male,Computer Science,1,7,0,0,0,45,14,12,4,0,1,1,0,1,0,0,0,0,0,0,0,0
22,Female,Information Technology,0,6,0,0,0,20,14,21,5,1,0,0,0,0,1,1,0,0,1,1,0,0
21,Male,Electrical,0,8,0,0,1,75,12,21,2,1,0,0,1,1,1,1,1,0,1,1,0,1
21,Male,Mechanical,0,7,1,0,0,78,17,23,1,0,1,0,0,0,1,1,0,1,1,0,0,0
21,Male,Computer Science,1,6,0,0,0,78,16,10,5,0,1,1,1,0,1,0,1,0,0,1,1,1
22,Male,Computer Science,0,7,0,0,0,75,15,14,7,0,0,0,1,0,1,0,1,1,1,0,0,1
22,Female,Civil,1,8,0,0,1,60,14,11,9,1,1,0,1,1,1,0,0,1,0,0,0,1
22,Female,Information Technology,1,7,0,0,0,71,13,12,6,0,0,0,1,0,1,1,0,0,0,0,1,0
21,Female,Information Technology,2,8,0,1,1,85,12,13,7,0,1,1,1,0,1,0,0,1,0,1,0,1
21,Male,Computer Science,1,8,0,0,1,93,11,14,2,0,0,0,1,0,0,0,1,1,1,0,1,0
22,Male,Information Technology,0,8,0,0,1,80,9,15,4,0,0,1,1,0,1,1,1,1,0,0,1,1
21,Female,Electronics And Communication,0,6,0,0,0,86,8,16,2,0,1,1,1,1,1,0,1,1,1,0,0,0
22,Male,Civil,2,6,1,0,1,68,7,11,5,1,0,1,1,1,1,1,0,0,1,1,1,1
21,Male,Electronics And Communication,2,8,0,0,1,55,9,10,6,1,0,0,0,1,1,0,0,1,1,1,0,1
21,Male,Mechanical,0,7,1,0,0,55,19,9,8,0,1,1,1,1,1,0,1,0,0,1,0,1
21,Male,Electrical,0,7,0,0,0,55,17,8,2,0,0,1,0,1,0,0,1,1,1,1,0,1
22,Male,Mechanical,0,8,1,0,1,60,14,7,8,0,0,1,1,0,1,1,0,0,0,0,1,0
21,Male,Civil,0,6,0,0,0,70,16,6,6,0,1,1,1,0,1,0,0,0,1,1,0,1
22,Male,Information Technology,0,8,0,0,1,40,12,5,8,0,1,1,0,1,0,0,0,0,0,0,1,1
21,Male,Computer Science,1,7,0,0,0,45,14,4,6,0,0,1,1,1,1,1,1,0,1,1,1,0
22,Male,Computer Science,1,8,0,0,1,47,15,2,8,1,1,1,1,0,0,1,0,0,1,0,0,0
21,Male,Information Technology,2,8,0,0,1,74,12,1,5,1,0,1,0,0,1,1,1,1,1,0,0,0
22,Male,Information Technology,1,7,0,0,0,77,14,5,6,0,1,0,1,0,1,0,1,1,0,0,1,0
22,Female,Civil,1,6,0,0,0,86,19,6,9,1,0,1,1,1,1,1,0,0,0,1,1,1
21,Male,Computer Science,0,8,0,0,1,70,17,4,5,0,1,1,1,1,0,0,0,1,0,1,1,0
21,Male,Computer Science,0,8,0,1,1,48,14,8,8,1,1,0,0,0,0,1,0,1,1,0,1,1
21,Male,Mechanical,2,6,1,0,1,60,32,31,6,0,0,0,0,1,1,0,0,0,0,0,0,1
21,Male,Electrical,1,8,0,0,1,47,31,32,8,0,1,1,1,1,1,1,0,0,0,1,1,1
25,Male,Computer Science,0,7,0,0,0,67,32,24,7,0,0,1,0,1,0,1,0,1,0,1,1,0
26,Male,Electronics And Communication,2,6,0,0,1,59,34,25,9,1,0,0,1,1,0,1,0,1,1,0,0,1
24,Female,Electrical,1,8,0,1,1,56,39,29,4,1,1,1,0,0,0,1,1,1,0,1,0,1
25,Male,Computer Science,2,6,0,0,1,89,36,26,8,0,0,1,1,0,0,1,1,0,1,1,0,1
24,Female,Electronics And Communication,0,6,0,0,1,80,35,27,1,1,1,1,1,0,1,0,0,1,0,1,0,0
25,Male,Computer Science,1,8,0,0,1,57,30,31,2,0,1,1,1,1,0,1,0,0,0,0,1,0
23,Male,Electronics And Communication,0,9,0,0,1,64,47,25,6,1,1,1,0,0,1,0,1,0,1,1,0,0
24,Male,Electrical,1,7,0,0,1,74,42,24,5,0,1,1,0,0,1,1,0,1,0,0,0,1
25,Male,Civil,0,9,1,0,1,74,41,22,4,1,0,0,1,1,0,1,1,0,1,1,0,0
25,Male,Computer Science,1,8,0,0,1,40,45,20,8,0,1,1,0,0,0,1,1,1,1,1,0,1
26,Female,Information Technology,1,6,0,0,1,60,52,66,9,1,0,1,1,0,1,0,0,0,0,0,0,0
26,Male,Information Technology,1,6,1,0,1,76,54,65,6,1,1,1,0,1,0,1,0,0,1,1,1,1
25,Male,Electrical,0,8,0,0,1,25,58,62,7,1,1,1,1,0,1,1,1,1,1,1,0,1
26,Male,Information Technology,0,8,0,0,1,27,59,78,8,0,0,0,1,1,0,0,1,1,1,0,0,0
24,Male,Information Technology,0,8,0,0,1,24,59,74,9,0,1,0,0,1,1,1,1,0,0,1,1,0
25,Male,Computer Science,1,8,0,0,1,28,53,70,9,1,0,1,1,1,1,0,0,1,0,1,1,0
23,Male,Computer Science,1,6,0,0,1,26,54,64,6,1,1,1,0,1,1,1,1,0,1,0,1,0
23,Male,Civil,0,7,0,0,0,23,57,61,11,0,1,1,0,0,1,1,1,0,1,0,0,0
24,Male,Electronics And Communication,1,9,0,0,1,25,59,68,6,0,0,1,0,1,0,1,1,1,1,0,1,0
25,Male,Computer Science,0,8,0,0,1,26,58,62,5,0,0,0,1,0,1,1,1,1,0,1,0,1
24,Male,Computer Science,0,7,0,1,1,31,52,68,7,1,1,0,0,1,0,1,0,1,0,0,1,1
24,Male,Mechanical,2,8,1,0,1,32,65,62,5,0,0,1,1,0,0,0,1,0,1,1,1,1
23,Male,Mechanical,1,8,1,0,1,36,64,61,8,1,0,1,0,1,1,1,1,1,1,0,1,0
26,Male,Information Technology,1,8,0,0,1,39,90,90,10,1,1,1,0,1,1,0,0,0,1,1,0,0
23,Female,Civil,1,7,0,1,0,34,85,80,7,0,0,1,0,0,1,0,1,1,0,1,1,1
26,Male,Computer Science,1,9,0,0,1,37,75,80,4,1,1,1,1,1,0,1,1,0,1,1,1,1
26,Male,Electrical,2,8,1,0,1,32,79,80,5,0,1,0,1,0,1,0,1,0,0,0,1,0
26,Male,Electrical,0,9,0,1,1,50,65,70,2,1,1,1,1,0,1,1,1,0,0,0,1,0
26,Male,Civil,0,6,0,0,1,51,75,74,1,0,0,0,0,1,1,0,0,1,0,0,1,1
24,Male,Mechanical,0,9,0,1,1,41,91,85,5,0,0,1,0,0,0,0,1,1,1,0,1,0
24,Male,Computer Science,1,7,0,0,1,12,82,69,7,0,0,1,1,1,0,1,1,1,0,0,1,0
23,Male,Electrical,0,8,0,0,1,19,97,91,9,0,1,1,1,1,0,1,0,1,0,0,0,0
26,Female,Mechanical,1,7,1,0,0,31,89,65,6,1,0,0,1,1,1,1,1,1,0,0,1,1
23,Male,Information Technology,1,7,0,0,0,28,90,80,7,0,0,1,0,1,1,1,0,0,1,0,1,1
24,Male,Mechanical,0,8,0,0,1,24,72,72,2,0,1,1,1,1,1,1,1,1,0,1,1,0
26,Male,Civil,0,9,0,0,1,26,70,65,4,1,0,1,1,0,1,1,1,1,0,0,1,0
25,Male,Electrical,0,7,0,0,0,28,74,60,2,0,1,1,0,1,1,0,1,1,1,1,1,1
23,Male,Mechanical,0,9,1,1,1,27,70,60,5,0,1,1,1,1,1,1,1,0,0,1,1,1
24,Female,Computer Science,1,8,1,0,1,29,70,65,6,0,1,1,1,0,1,1,0,1,1,0,0,1
23,Male,Information Technology,1,8,0,0,1,27,70,70,8,1,0,0,1,1,1,1,0,1,1,0,0,1
23,Male,Mechanical,0,7,1,0,0,25,60,65,2,0,1,0,0,0,0,1,1,1,0,1,1,1
26,Male,Computer Science,3,7,0,0,1,21,40,60,8,0,0,0,0,0,1,1,1,0,0,0,0,0
24,Male,Information Technology,1,6,0,0,1,21,55,45,6,1,1,1,0,1,1,1,1,1,1,1,1,0
26,Male,Electrical,1,8,0,0,1,24,80,87,8,1,0,1,1,1,1,1,0,0,1,1,1,0
23,Male,Computer Science,1,6,0,0,1,21,82,80,6,0,1,0,1,0,0,0,0,0,0,0,1,0
23,Male,Civil,1,7,0,0,0,23,78,82,8,0,1,0,0,1,0,0,0,1,0,1,1,1
26,Male,Information Technology,1,7,0,0,1,25,80,78,5,1,0,0,1,1,0,0,0,0,1,1,0,1
26,Male,Civil,0,7,0,0,0,20,39,47,6,1,0,1,0,0,1,0,0,0,1,0,0,0
24,Male,Computer Science,1,7,0,0,1,21,64,62,9,1,0,1,0,1,0,1,0,1,1,1,1,1
23,Male,Information Technology,0,8,0,0,1,24,42,46,5,1,0,0,0,1,0,0,0,1,0,1,0,0
26,Female,Information Technology,1,6,0,1,1,26,64,62,8,1,0,0,0,1,0,0,0,0,1,1,1,0
23,Male,Electronics And Communication,1,6,1,1,0,25,54,52,6,1,1,0,1,1,0,1,1,0,0,1,0,0
24,Male,Civil,0,7,0,0,0,24,56,54,8,0,1,0,0,0,1,0,1,1,0,1,0,0
24,Male,Computer Science,1,6,0,0,1,24,80,74,7,0,0,0,1,0,1,0,1,1,0,0,0,1
25,Male,Information Technology,1,6,0,0,1,21,78,79,9,1,1,0,0,1,0,1,1,1,1,1,0,1
25,Male,Computer Science,0,8,0,0,1,23,54,54,4,0,0,0,1,0,0,1,0,0,0,0,0,0
26,Male,Civil,0,8,1,0,1,20,68,65,8,1,1,1,0,1,1,1,1,1,1,1,1,1
24,Male,Mechanical,0,6,1,0,1,10,75,76,1,0,0,0,0,1,1,0,1,0,1,0,1,0
26,Female,Electrical,1,8,0,0,1,20,24,30,2,0,1,0,1,0,0,1,0,1,1,1,1,1
25,Male,Information Technology,1,8,0,0,1,10,20,40,6,0,0,0,1,1,0,0,1,0,0,0,0,0
22,Male,Computer Science,0,6,0,0,1,20,26,27,5,0,1,0,0,0,1,1,1,0,1,1,0,1
21,Male,Information Technology,0,6,0,0,1,21,26,31,4,1,1,0,1,1,0,1,0,1,0,0,1,1
22,Male,Electrical,1,6,0,0,0,24,20,18,8,1,0,1,1,0,0,1,0,0,1,0,1,1
22,Male,Information Technology,1,6,0,0,1,22,31,21,9,0,1,1,0,1,0,1,1,0,0,1,1,1
22,Female,Computer Science,1,6,1,0,1,21,21,28,6,0,0,1,1,0,0,1,1,1,0,0,0,1
22,Male,Electronics And Communication,1,8,0,0,1,16,29,31,7,0,0,0,0,0,1,1,1,0,0,1,1,1
21,Female,Computer Science,1,6,1,0,1,15,26,36,8,0,1,1,0,0,1,1,0,1,1,1,1,0
22,Male,Computer Science,1,6,0,0,0,11,21,21,9,0,0,1,0,1,1,0,0,1,0,1,1,0
21,Female,Information Technology,1,6,0,0,1,24,21,21,9,1,0,0,0,0,1,1,1,1,0,0,0,1
21,Male,Electrical,0,8,0,0,1,26,25,17,6,0,1,1,0,1,1,0,0,1,1,1,1,0
22,Male,Mechanical,0,7,1,0,0,25,26,14,11,1,0,1,0,0,0,0,0,1,1,0,1,0
22,Female,Computer Science,2,8,1,0,1,24,23,14,6,0,1,1,0,0,0,1,0,0,0,1,1,1
22,Male,Computer Science,1,8,0,0,1,29,24,18,5,0,1,1,1,1,0,1,1,0,1,1,0,1
22,Male,Computer Science,1,8,0,0,1,28,28,19,7,0,0,0,0,1,1,1,1,0,1,0,1,0
21,Male,Information Technology,0,7,0,0,1,27,29,16,5,0,1,1,0,1,1,1,1,0,1,1,0,1
21,Female,Electronics And Communication,0,6,0,0,0,24,32,17,8,0,0,1,1,0,1,1,1,1,0,1,0,0
21,Male,Electrical,1,6,0,0,0,26,31,14,10,1,0,1,1,0,0,1,0,1,1,0,0,1
22,Male,Computer Science,1,6,0,0,1,25,34,17,7,0,0,0,0,1,1,1,0,1,0,0,0,1
22,Male,Electrical,0,8,0,0,1,25,36,16,4,0,1,1,1,1,0,0,0,1,1,1,1,0
21,Male,Electrical,1,7,0,1,1,21,12,19,5,0,0,1,0,0,0,1,0,1,1,0,1,1
21,Female,Mechanical,1,7,0,0,0,24,21,18,2,0,1,0,1,0,1,0,0,0,0,1,1,1
22,Male,Electrical,0,7,1,0,0,54,25,17,1,1,1,0,1,0,0,0,1,1,1,0,1,0
21,Female,Information Technology,2,8,0,0,1,53,27,35,5,1,1,0,1,1,1,0,0,1,0,1,0,1
22,Male,Mechanical,0,8,1,0,1,50,36,36,7,1,1,0,0,0,0,1,1,1,1,1,1,0
21,Male,Computer Science,1,8,0,0,1,52,35,32,9,0,0,0,1,0,1,1,0,1,1,1,1,0
22,Male,Civil,0,6,1,1,0,51,32,24,6,0,1,0,0,0,1,1,0,1,0,1,1,0
21,Male,Information Technology,0,6,0,0,0,56,31,35,7,1,0,1,1,1,1,1,1,0,0,1,1,1
21,Female,Electronics And Communication,1,8,1,1,1,54,27,28,2,1,0,1,0,0,0,0,0,1,1,1,1,0
22,Female,Information Technology,1,8,0,0,1,59,26,27,4,0,0,0,0,1,0,0,1,0,1,1,0,1
22,Male,Mechanical,1,8,1,0,1,58,26,26,2,1,0,0,1,0,0,1,1,0,0,0,1,0
22,Male,Civil,0,8,1,0,1,54,25,21,5,0,0,0,0,1,1,0,0,0,0,1,0,0
22,Male,Civil,0,6,0,0,0,55,21,25,6,0,1,0,0,0,0,1,0,0,1,0,1,1
22,Male,Computer Science,1,8,0,0,1,30,14,12,8,0,1,1,1,0,0,0,0,0,0,1,1,0
22,Male,Electronics And Communication,1,8,0,0,1,35,14,21,2,0,1,1,0,1,1,0,1,0,0,0,1,1
22,Male,Computer Science,2,8,0,1,1,45,12,21,8,0,1,0,1,1,1,1,0,1,1,1,1,0
22,Female,Electrical,0,8,0,0,1,20,17,23,6,0,0,1,1,0,1,0,1,1,0,0,0,1
22,Male,Information Technology,1,7,1,0,1,75,16,10,8,1,1,1,0,1,0,0,1,1,0,0,1,1
22,Female,Computer Science,0,8,1,0,1,78,15,14,6,1,0,0,1,0,0,1,1,1,1,1,1,0
22,Male,Electrical,0,7,0,0,0,78,14,11,8,0,0,0,1,0,1,0,1,0,0,0,1,1
21,Male,Electronics And Communication,0,8,0,1,1,75,13,12,5,0,1,1,0,0,1,0,1,1,0,1,0,0
22,Female,Information Technology,0,7,0,0,1,60,12,13,6,0,1,1,1,1,1,0,1,1,1,0,0,1
21,Male,Computer Science,1,7,0,0,1,71,11,14,9,1,1,0,1,0,1,0,1,1,1,0,1,1
22,Male,Civil,1,6,0,0,0,85,9,15,5,1,0,1,1,0,0,1,0,1,1,1,1,1
21,Female,Information Technology,0,6,0,0,1,93,8,16,8,0,1,0,1,0,1,1,1,0,1,0,0,0
22,Male,Computer Science,1,8,0,0,1,80,7,11,6,0,1,0,0,0,0,0,0,1,0,0,1,0
21,Male,Mechanical,0,8,1,0,1,86,9,10,8,0,0,1,0,1,0,1,1,0,0,1,1,1
22,Male,Civil,0,6,0,0,0,68,19,9,7,1,0,0,0,0,1,1,1,0,1,1,1,0
22,Male,Computer Science,1,6,0,0,1,55,17,8,9,0,1,0,0,0,0,0,1,0,0,0,0,1
22,Male,Computer Science,1,7,0,0,1,55,14,7,4,1,1,1,0,0,0,0,0,1,1,1,1,0
21,Male,Civil,0,6,0,0,0,55,16,6,8,0,1,1,0,0,1,1,0,1,0,1,1,0
22,Male,Computer Science,1,8,0,0,1,60,12,5,1,0,0,0,1,0,1,0,1,1,1,0,1,0
21,Male,Civil,1,8,0,0,1,70,14,4,2,1,1,0,1,1,0,1,1,1,0,0,0,1
21,Male,Electronics And Communication,1,6,1,1,0,40,15,2,6,0,0,1,0,1,1,1,1,1,1,1,0,1
22,Female,Mechanical,1,8,0,0,1,45,12,1,5,1,1,1,1,1,1,1,1,1,0,1,0,0
22,Male,Information Technology,0,8,0,0,1,47,14,5,4,0,1,0,0,1,1,1,1,1,0,1,1,0
21,Male,Civil,0,6,0,0,0,74,19,6,8,1,0,0,0,0,1,0,0,0,0,0,0,1
22,Male,Electronics And Communication,1,6,0,0,0,77,17,4,9,1,1,1,1,1,1,0,1,0,1,0,0,0
21,Male,Mechanical,0,8,1,0,1,86,14,8,6,0,1,0,0,0,1,0,1,0,1,0,0,1
21,Female,Electrical,0,7,0,0,0,70,32,31,7,1,1,1,1,0,1,1,1,0,1,1,0,1
22,Male,Computer Science,0,6,0,0,1,48,31,32,8,1,0,0,1,1,1,1,0,0,1,1,0,0
22,Female,Information Technology,1,7,1,0,1,60,32,24,9,1,0,0,1,1,0,1,0,1,1,1,1,0
21,Male,Electronics And Communication,1,8,1,0,1,47,34,25,9,0,1,0,1,1,0,0,1,1,0,0,1,0
21,Male,Computer Science,2,8,0,0,1,67,39,29,6,0,0,1,0,1,1,0,1,0,1,1,0,0
22,Male,Civil,0,7,0,1,0,59,36,26,11,0,1,0,0,1,0,0,0,0,1,1,0,1
21,Male,Electronics And Communication,0,7,0,0,0,56,35,27,6,0,0,1,0,1,1,1,0,1,0,0,1,1
21,Male,Civil,0,8,1,0,1,89,30,31,5,0,1,0,0,1,1,0,1,0,0,1,0,0
21,Male,Mechanical,0,7,1,0,0,80,47,25,7,1,0,1,1,0,0,0,1,0,0,1,1,0
21,Female,Information Technology,0,7,0,0,1,57,42,24,8,0,1,1,0,1,1,1,0,0,0,0,0,0
21,Male,Electronics And Communication,2,6,0,0,1,64,41,22,6,0,1,0,0,1,0,1,1,1,1,1,1,1
21,Female,Information Technology,0,8,0,0,1,74,45,20,8,0,1,0,0,0,1,1,1,0,1,1,1,0
21,Male,Electronics And Communication,0,7,0,0,1,74,52,66,5,0,0,1,1,1,1,1,0,0,1,1,0,0
21,Male,Information Technology,1,8,0,0,1,40,54,65,6,0,0,1,0,0,1,1,1,1,1,0,1,0
22,Male,Electronics And Communication,3,7,0,0,0,60,58,62,9,0,1,0,0,1,0,0,1,0,1,0,1,0
21,Male,Mechanical,0,6,1,0,0,76,59,78,5,0,0,0,0,0,0,0,0,1,1,0,0,1
21,Male,Mechanical,0,6,1,0,0,25,59,74,8,0,0,1,0,0,1,0,1,0,1,1,0,0
21,Female,Mechanical,1,8,1,0,1,27,53,70,6,0,1,0,1,0,1,1,0,1,1,0,1,1
22,Male,Electrical,0,8,1,0,1,24,54,64,8,0,1,1,1,0,1,1,0,0,1,0,1,1
21,Male,Information Technology,0,6,0,0,1,28,57,61,7,0,1,0,0,0,1,1,0,0,1,0,1,0
22,Female,Information Technology,0,6,0,0,1,26,59,68,9,0,0,1,1,1,0,1,1,0,0,0,1,0
22,Male,Computer Science,1,6,0,0,0,23,58,62,4,0,1,1,1,0,1,1,0,0,0,1,0,0
21,Male,Information Technology,0,6,0,0,1,25,52,68,8,1,1,0,1,0,0,1,0,0,1,1,0,1
22,Male,Computer Science,1,7,0,0,1,26,65,62,1,0,0,0,0,1,1,1,1,0,0,0,0,0
22,Male,Mechanical,1,8,1,0,1,31,64,61,2,1,0,1,1,1,1,1,0,1,1,1,0,0
22,Male,Electrical,0,7,1,0,0,32,90,90,6,0,1,0,1,0,1,0,1,0,1,1,1,1
22,Male,Electronics And Communication,1,6,1,1,0,36,85,80,5,1,0,1,1,0,0,0,1,1,1,1,0,0
21,Male,Computer Science,0,7,0,0,1,39,75,80,4,1,0,1,0,0,1,0,0,1,1,0,0,1
22,Male,Electrical,1,6,0,0,0,34,79,80,8,0,1,1,1,0,1,0,1,1,0,1,0,0
21,Male,Electronics And Communication,0,6,0,0,0,37,65,70,9,1,1,1,1,0,0,1,0,0,1,1,1,0
22,Male,Information Technology,0,8,0,1,1,32,75,74,6,0,0,0,1,0,1,1,1,1,0,0,0,1
22,Male,Electronics And Communication,2,8,0,0,1,50,91,85,7,1,1,1,0,1,1,1,0,1,1,0,1,0
22,Male,Mechanical,1,7,1,0,0,51,82,69,8,1,0,0,0,1,0,0,0,0,1,1,0,1
22,Female,Information Technology,0,6,0,0,0,41,97,91,9,1,0,0,0,1,1,0,0,1,0,0,1,0
21,Male,Electrical,0,7,0,0,1,12,89,65,9,0,0,0,1,0,0,1,0,1,0,1,1,0
22,Male,Electronics And Communication,0,7,0,0,0,19,90,80,6,0,0,0,0,1,1,1,0,1,1,0,1,1
22,Male,Computer Science,1,7,0,0,1,31,72,72,11,0,1,1,1,1,0,0,1,1,0,0,1,0
21,Male,Computer Science,1,8,0,0,1,28,70,65,6,1,0,0,1,0,0,1,0,1,1,1,1,0
21,Male,Computer Science,2,7,0,0,1,24,74,60,5,1,1,0,1,0,1,0,0,1,0,0,1,1
22,Male,Information Technology,2,6,0,0,1,26,70,60,7,1,1,1,1,1,1,0,1,0,0,0,1,0
21,Male,Information Technology,1,6,0,0,1,28,70,65,5,0,0,1,0,1,1,1,0,0,1,1,0,0
22,Male,Civil,0,8,0,1,1,27,70,70,8,1,1,1,1,1,0,1,0,0,0,1,0,0
22,Male,Mechanical,1,7,1,0,0,29,60,65,10,0,1,0,0,0,1,1,1,0,0,0,1,0
21,Male,Computer Science,1,8,0,0,1,27,40,60,7,0,0,1,0,1,1,1,0,1,0,0,1,0
21,Male,Mechanical,0,8,1,0,1,25,55,45,4,1,1,0,0,1,1,0,1,1,1,0,1,1
21,Male,Electrical,2,7,1,1,1,21,80,87,5,1,0,0,1,1,1,1,0,1,0,1,1,0
21,Female,Computer Science,0,6,1,0,1,21,82,80,2,1,1,1,0,0,0,0,0,1,0,0,1,1
22,Male,Mechanical,1,6,0,0,0,24,78,82,1,1,1,0,0,1,1,0,0,1,0,0,0,0
22,Male,Civil,0,6,1,0,0,21,80,78,5,0,0,0,1,0,0,0,0,1,0,1,0,0
21,Male,Electronics And Communication,2,7,0,0,1,23,39,47,7,0,0,0,0,1,1,0,0,1,0,1,0,1
22,Female,Information Technology,0,8,0,0,1,25,64,62,9,0,0,0,1,0,1,1,0,1,1,1,1,1
22,Male,Electronics And Communication,0,6,0,0,0,20,42,46,6,1,0,1,1,0,1,0,1,1,0,0,1,0
22,Female,Information Technology,1,6,0,0,1,21,64,62,7,1,1,1,1,0,0,1,1,1,0,1,1,1
22,Male,Mechanical,1,7,1,0,0,24,54,52,2,1,1,0,1,0,0,0,0,1,1,1,0,0
22,Male,Mechanical,1,6,1,0,0,26,56,54,4,1,1,0,0,1,0,1,1,0,0,0,1,0
22,Male,Information Technology,0,8,0,0,1,25,80,74,2,1,1,0,1,0,1,0,0,1,0,0,0,1
22,Male,Information Technology,0,8,0,0,1,24,78,79,5,1,1,0,0,0,0,1,0,1,1,0,0,0
21,Male,Electrical,1,6,1,1,0,24,54,54,6,0,0,0,0,1,1,1,1,1,0,1,0,1
22,Male,Computer Science,1,7,0,0,1,21,68,65,8,1,1,0,0,1,1,0,0,0,1,0,0,0
21,Male,Computer Science,0,8,0,1,1,23,75,76,2,0,1,1,1,1,1,1,1,0,1,0,1,0
21,Male,Information Technology,2,6,0,0,1,20,24,30,8,1,1,0,1,0,1,0,1,0,0,1,0,0
21,Male,Electronics And Communication,1,8,1,1,1,10,20,40,6,1,1,0,0,1,0,0,1,1,0,0,1,0
22,Male,Information Technology,0,8,0,0,1,20,26,27,8,0,1,0,0,0,0,1,0,0,1,0,1,0
22,Female,Information Technology,0,8,0,0,1,10,26,31,6,1,0,0,0,0,0,1,0,1,1,1,1,0
22,Male,Computer Science,0,6,0,1,1,20,20,18,8,1,0,0,1,0,0,0,0,0,1,1,1,0
22,Male,Information Technology,1,8,0,0,1,21,31,21,5,1,0,0,1,1,0,0,0,1,0,1,1,0
21,Male,Computer Science,0,6,0,1,0,24,21,28,6,1,1,0,1,0,0,1,0,0,0,1,1,1
21,Male,Electrical,0,6,0,0,0,22,29,31,9,1,0,0,1,1,1,0,1,1,1,0,1,0
22,Male,Information Technology,1,8,0,1,1,21,26,36,5,0,1,1,0,1,1,0,1,0,0,1,0,1
22,Male,Mechanical,0,6,1,0,0,16,21,21,8,0,1,1,0,1,0,0,1,0,0,0,1,0
21,Male,Information Technology,1,8,0,0,1,15,21,21,6,1,1,1,0,1,0,1,1,0,0,0,1,0
22,Male,Electrical,1,7,0,0,0,11,25,17,8,1,0,0,0,0,0,1,0,0,0,0,1,0
22,Male,Electronics And Communication,0,8,0,0,1,24,26,14,7,0,1,0,0,0,1,1,0,1,1,1,0,0
21,Male,Information Technology,0,8,0,0,1,26,23,14,9,0,1,1,1,0,1,1,1,1,1,1,1,1
21,Female,Computer Science,1,7,1,0,1,25,24,18,4,1,1,1,1,1,1,1,1,0,0,0,1,1
22,Male,Information Technology,0,6,0,0,1,24,28,19,8,0,0,1,0,0,0,1,1,1,1,1,0,0
22,Male,Information Technology,0,7,0,0,1,29,29,16,1,1,1,0,1,0,1,0,0,0,0,0,1,0
22,Male,Civil,0,6,1,1,0,28,32,17,2,1,0,0,0,0,1,0,1,0,0,0,1,1
22,Male,Information Technology,1,7,0,0,0,27,31,14,6,1,0,1,1,1,1,1,0,0,1,1,0,1
21,Male,Electrical,1,8,0,0,1,24,34,17,5,0,1,0,1,0,1,0,1,1,0,1,1,0
21,Female,Information Technology,2,7,0,0,1,26,36,16,4,1,0,1,0,0,1,0,1,0,1,0,0,0
22,Male,Information Technology,3,8,0,0,1,25,12,19,8,1,1,1,1,1,0,0,0,1,1,1,0,1
22,Male,Mechanical,0,7,1,1,0,25,21,18,9,0,0,1,0,0,0,0,0,1,1,0,0,0
21,Female,Information Technology,1,6,1,0,0,21,25,17,6,0,0,1,1,1,1,1,1,1,0,0,1,1
22,Male,Mechanical,1,7,1,1,0,24,27,35,7,0,0,1,0,0,1,1,1,0,0,1,1,1
21,Male,Information Technology,1,6,0,0,0,54,36,36,8,0,1,1,1,0,0,1,1,1,1,0,1,0
21,Male,Mechanical,0,8,1,0,1,53,35,32,9,1,0,0,0,0,0,0,1,1,0,0,0,0
22,Male,Electrical,0,8,0,1,1,50,32,24,9,1,0,1,0,1,0,1,0,1,0,0,1,0
21,Male,Information Technology,1,8,0,0,1,52,31,35,6,0,0,1,1,1,1,1,0,0,1,1,1,0
21,Male,Computer Science,0,6,0,0,0,51,27,28,11,0,1,1,1,0,0,0,1,0,0,1,0,1
22,Male,Information Technology,0,7,0,0,0,56,26,27,6,1,0,1,1,0,1,1,1,1,1,1,1,1
21,Male,Mechanical,0,8,1,0,1,54,26,26,5,0,0,0,0,1,1,0,1,0,1,1,0,0
21,Male,Information Technology,0,7,0,0,0,59,25,21,7,1,0,1,0,0,1,1,0,1,0,1,0,1
21,Male,Electrical,0,6,0,0,0,58,21,25,5,0,0,1,0,1,0,0,0,0,0,0,1,1
21,Male,Electronics And Communication,1,7,1,1,0,54,14,12,8,0,0,1,0,1,1,1,1,1,0,1,0,0
21,Male,Civil,2,7,0,0,0,55,14,21,10,0,1,0,1,0,1,0,0,0,1,1,1,0
22,Female,Civil,1,8,0,0,1,30,12,21,7,0,1,0,1,0,0,0,1,1,1,0,0,0
22,Male,Information Technology,0,6,0,0,1,35,17,23,4,0,0,0,0,1,0,0,1,0,0,1,0,1
22,Female,Information Technology,1,6,0,0,1,45,16,10,5,1,0,0,1,0,0,1,0,0,1,1,0,0
22,Male,Civil,0,7,1,0,0,20,15,14,2,1,0,0,1,0,1,1,1,1,0,1,0,0
21,Male,Computer Science,0,8,0,1,1,75,14,11,1,0,1,1,1,0,1,0,0,1,0,0,1,1
22,Male,Information Technology,2,6,0,0,1,78,13,12,5,0,1,0,1,1,0,0,0,0,1,0,0,0
21,Male,Civil,0,6,0,0,0,78,12,13,7,1,1,1,1,1,1,1,0,0,0,0,1,1
21,Male,Civil,0,8,0,0,1,75,11,14,9,0,1,0,0,1,0,1,0,1,0,0,1,1
21,Male,Computer Science,0,7,0,0,1,60,9,15,6,0,0,1,1,1,1,0,1,1,0,0,0,1
